crop,season,rainfall,soil_type,land_size,estimated_water_need,risk_level
millets,rabi,moderate,sandy,7.35,3969.0,Medium
sugarcane,summer,low,clay,1.92,3732.48,Medium
cotton,rabi,low,clay,7.53,9758.88,High
soybean,kharif,low,black,4.53,3098.52,Medium
paddy,rabi,high,sandy,4.51,6061.44,High
sugarcane,kharif,low,loamy,5.64,12182.4,High
millets,kharif,low,sandy,0.73,473.04,Low
vegetables,summer,moderate,clay,5.94,3207.6,Medium
sunflower,kharif,moderate,clay,3.16,1422.0,Low
groundnut,rabi,moderate,sandy,7.09,5530.2,Medium
wheat,rabi,low,loamy,7.44,8035.2,High
maize,rabi,low,clay,1.12,846.72,Low
sunflower,summer,high,loamy,3.55,1420.0,Low
maize,summer,high,clay,9.08,4576.32,Medium
sugarcane,kharif,moderate,loamy,2.64,4752.0,Medium
sunflower,summer,moderate,loamy,3.96,1980.0,Low
vegetables,kharif,low,sandy,1.48,1278.72,Low
millets,rabi,high,loamy,6.63,2386.8,Low
paddy,kharif,low,loamy,6.27,10533.6,High
wheat,kharif,moderate,clay,8.64,6998.4,High
paddy,summer,high,black,1.15,1223.6,Low
sugarcane,summer,high,clay,9.07,11754.72,High
wheat,rabi,low,loamy,2.96,3196.8,Medium
millets,kharif,high,loamy,8.36,3009.6,Medium
maize,kharif,moderate,clay,2.37,1493.1,Low
vegetables,kharif,moderate,black,1.96,1117.2,Low
maize,summer,low,sandy,5.1,5140.8,Medium
groundnut,rabi,high,loamy,9.63,5007.6,Medium
wheat,summer,moderate,clay,5.1,4131.0,Medium
groundnut,summer,high,loamy,3.72,1934.4,Low
soybean,summer,moderate,loamy,9.02,5412.0,Medium
sugarcane,summer,high,clay,6.06,7853.76,High
soybean,rabi,moderate,clay,6.3,3402.0,Medium
sugarcane,rabi,low,sandy,0.71,1840.32,Low
vegetables,summer,low,clay,8.04,5209.92,Medium
sugarcane,rabi,low,black,1.92,3939.84,Medium
sugarcane,rabi,moderate,clay,6.36,10303.2,High
vegetables,rabi,high,black,6.98,3182.88,Medium
sugarcane,summer,high,loamy,5.59,8049.6,High
paddy,kharif,high,loamy,3.1,3472.0,Medium
cotton,kharif,low,clay,0.77,997.92,Low
millets,rabi,moderate,clay,3.13,1267.65,Low
cotton,kharif,moderate,clay,1.94,2095.2,Low
soybean,kharif,low,loamy,3.42,2462.4,Low
vegetables,kharif,low,loamy,8.43,6069.6,High
wheat,kharif,low,sandy,5.07,6570.72,High
sunflower,summer,low,sandy,8.73,6285.6,High
millets,kharif,high,loamy,3.26,1173.6,Low
vegetables,rabi,moderate,clay,4.66,2516.4,Low
sugarcane,rabi,high,clay,5.12,6635.52,High
groundnut,kharif,high,clay,3.65,1708.2,Low
groundnut,kharif,low,black,6.81,5046.21,Medium
maize,rabi,low,loamy,6.7,5628.0,Medium
sugarcane,summer,low,black,0.71,1456.92,Low
paddy,rabi,low,sandy,7.86,15845.76,High
soybean,kharif,high,black,4.8,2188.8,Low
soybean,rabi,high,clay,0.91,393.12,Low
vegetables,rabi,high,sandy,1.59,915.84,Low
sunflower,rabi,moderate,sandy,8.09,4854.0,Medium
millets,rabi,moderate,sandy,7.96,4298.4,Medium
vegetables,kharif,high,sandy,5.21,3000.96,Medium
sunflower,rabi,moderate,black,7.9,3752.5,Medium
paddy,summer,low,loamy,6.26,10516.8,High
groundnut,kharif,low,loamy,7.57,5904.6,Medium
sugarcane,kharif,low,sandy,8.86,22965.12,High
vegetables,summer,moderate,clay,3.53,1906.2,Low
maize,summer,low,black,4.86,3878.28,Medium
soybean,rabi,low,clay,1.07,693.36,Low
soybean,kharif,low,clay,9.87,6395.76,High
vegetables,rabi,low,black,7.36,5034.24,Medium
groundnut,summer,high,clay,3.63,1698.84,Low
cotton,rabi,moderate,sandy,3.26,4694.4,Medium
soybean,kharif,low,loamy,5.39,3880.8,Medium
sunflower,summer,low,clay,6.69,3612.6,Medium
cotton,rabi,high,black,7.08,6456.96,High
vegetables,rabi,moderate,sandy,4.35,3132.0,Medium
maize,kharif,low,black,8.13,6487.74,High
sugarcane,kharif,low,black,1.3,2667.6,Low
cotton,summer,low,clay,1.23,1594.08,Low
cotton,kharif,high,clay,8.37,7231.68,High
paddy,rabi,moderate,sandy,5.89,9895.2,High
sunflower,rabi,low,sandy,1.5,1080.0,Low
paddy,summer,moderate,loamy,7.15,10010.0,High
maize,summer,moderate,clay,8.64,5443.2,Medium
soybean,summer,low,sandy,8.83,7629.12,High
millets,summer,high,sandy,6.11,2639.52,Low
sugarcane,summer,high,black,0.52,711.36,Low
maize,summer,high,sandy,1.63,1095.36,Low
groundnut,rabi,low,clay,0.54,379.08,Low
soybean,rabi,high,loamy,8.74,4195.2,Medium
groundnut,summer,low,black,4.46,3304.86,Medium
cotton,kharif,moderate,black,6.11,6965.4,High
paddy,rabi,high,black,0.83,883.12,Low
groundnut,summer,high,loamy,4.21,2189.2,Low
millets,kharif,low,sandy,0.73,473.04,Low
sugarcane,summer,high,black,7.97,10902.96,High
groundnut,rabi,low,loamy,2.28,1778.4,Low
vegetables,rabi,high,sandy,7.37,4245.12,Medium
vegetables,rabi,moderate,loamy,9.83,5898.0,Medium
vegetables,kharif,low,clay,8.73,5657.04,Medium
paddy,summer,high,loamy,3.73,4177.6,Medium
sugarcane,kharif,low,black,3.43,7038.36,High
cotton,rabi,moderate,clay,3.77,4071.6,Medium
millets,rabi,low,black,3.01,1544.13,Low
maize,kharif,high,clay,0.99,498.96,Low
sugarcane,kharif,moderate,clay,6.16,9979.2,High
groundnut,rabi,moderate,clay,5.58,3264.3,Medium
paddy,kharif,high,clay,3.06,3084.48,Medium
maize,kharif,moderate,loamy,4.8,3360.0,Medium
paddy,rabi,low,black,2.97,4740.12,Medium
millets,rabi,low,black,6.0,3078.0,Medium
vegetables,rabi,moderate,clay,7.81,4217.4,Medium
vegetables,rabi,low,clay,6.39,4140.72,Medium
paddy,kharif,moderate,sandy,7.13,11978.4,High
vegetables,summer,high,sandy,1.4,806.4,Low
sunflower,summer,low,sandy,5.05,3636.0,Medium
sunflower,kharif,low,loamy,8.65,5190.0,Medium
soybean,rabi,low,loamy,5.73,4125.6,Medium
paddy,rabi,high,sandy,6.46,8682.24,High
cotton,kharif,moderate,sandy,5.18,7459.2,High
sugarcane,kharif,high,sandy,5.77,9970.56,High
maize,rabi,high,sandy,1.12,752.64,Low
paddy,kharif,moderate,loamy,3.96,5544.0,Medium
maize,kharif,low,sandy,0.82,826.56,Low
soybean,summer,high,clay,6.84,2954.88,Low
cotton,rabi,low,black,8.47,11586.96,High
wheat,summer,high,loamy,3.04,2188.8,Low
sugarcane,summer,low,sandy,7.95,20606.4,High
cotton,summer,moderate,black,1.19,1356.6,Low
vegetables,kharif,high,loamy,8.1,3888.0,Medium
maize,kharif,high,clay,2.86,1441.44,Low
vegetables,rabi,moderate,black,9.79,5580.3,Medium
groundnut,kharif,low,sandy,6.8,6364.8,High
sunflower,summer,low,black,5.67,3231.9,Medium
sugarcane,summer,moderate,black,6.9,11799.0,High
soybean,summer,moderate,clay,4.49,2424.6,Low
wheat,summer,high,clay,7.45,4827.6,Medium
vegetables,summer,moderate,loamy,7.23,4338.0,Medium
soybean,rabi,high,clay,7.88,3404.16,Medium
wheat,rabi,low,black,4.31,4422.06,Medium
groundnut,rabi,high,loamy,2.1,1092.0,Low
groundnut,summer,moderate,loamy,1.57,1020.5,Low
maize,summer,moderate,black,8.52,5665.8,Medium
wheat,kharif,high,sandy,9.34,8069.76,High
maize,kharif,high,loamy,3.25,1820.0,Low
sunflower,summer,low,black,6.43,3665.1,Medium
cotton,summer,low,black,5.45,7455.6,High
vegetables,kharif,moderate,sandy,2.13,1533.6,Low
maize,kharif,moderate,clay,8.59,5411.7,Medium
groundnut,rabi,high,loamy,6.59,3426.8,Medium
groundnut,summer,moderate,black,5.42,3346.85,Medium
groundnut,summer,high,clay,6.66,3116.88,Medium
sugarcane,rabi,low,loamy,0.64,1382.4,Low
sunflower,rabi,high,loamy,3.49,1396.0,Low
sunflower,rabi,high,black,9.46,3594.8,Medium
wheat,summer,moderate,loamy,9.83,8847.0,High
sunflower,rabi,moderate,loamy,1.25,625.0,Low
maize,kharif,low,sandy,4.42,4455.36,Medium
sugarcane,summer,moderate,clay,4.7,7614.0,High
sunflower,rabi,high,loamy,1.14,456.0,Low
groundnut,rabi,moderate,black,4.93,3044.27,Medium
soybean,kharif,moderate,sandy,6.63,4773.6,Medium
cotton,kharif,moderate,black,3.34,3807.6,Medium
paddy,rabi,low,clay,8.22,12428.64,High
vegetables,kharif,moderate,sandy,9.96,7171.2,High
maize,rabi,moderate,loamy,3.79,2653.0,Low
millets,rabi,low,clay,1.03,500.58,Low
soybean,kharif,moderate,black,8.66,4936.2,Medium
wheat,rabi,high,loamy,9.3,6696.0,High
cotton,kharif,low,sandy,7.24,12510.72,High
vegetables,summer,high,clay,7.34,3170.88,Medium
soybean,summer,high,black,5.25,2394.0,Low
maize,rabi,low,black,5.85,4668.3,Medium
vegetables,summer,low,black,3.08,2106.72,Low
sugarcane,summer,low,loamy,9.41,20325.6,High
vegetables,rabi,high,clay,9.69,4186.08,Medium
maize,kharif,high,black,8.54,4543.28,Medium
millets,rabi,high,loamy,7.68,2764.8,Low
wheat,summer,high,clay,5.09,3298.32,Medium
wheat,kharif,low,sandy,9.61,12454.56,High
sugarcane,kharif,moderate,loamy,2.57,4626.0,Medium
sunflower,summer,high,sandy,2.85,1368.0,Low
paddy,rabi,moderate,loamy,5.94,8316.0,High
vegetables,summer,moderate,sandy,3.49,2512.8,Low
sunflower,rabi,high,sandy,3.3,1584.0,Low
paddy,rabi,high,loamy,5.45,6104.0,High
maize,summer,low,clay,8.65,6539.4,High
millets,kharif,high,loamy,5.36,1929.6,Low
soybean,summer,high,sandy,3.66,2108.16,Low
sunflower,summer,moderate,sandy,5.73,3438.0,Medium
groundnut,kharif,low,sandy,7.74,7244.64,High
vegetables,kharif,low,clay,2.95,1911.6,Low
sugarcane,kharif,high,loamy,2.89,4161.6,Medium
paddy,kharif,low,black,4.26,6798.96,High
sunflower,summer,low,clay,8.75,4725.0,Medium
groundnut,rabi,moderate,clay,5.84,3416.4,Medium
groundnut,kharif,high,black,8.19,4045.86,Medium
paddy,summer,moderate,sandy,4.24,7123.2,High
sunflower,summer,moderate,clay,2.98,1341.0,Low
sunflower,kharif,moderate,loamy,9.92,4960.0,Medium
millets,rabi,low,clay,6.07,2950.02,Low
sugarcane,rabi,low,sandy,3.26,8449.92,High
maize,rabi,moderate,loamy,8.26,5782.0,Medium
millets,summer,high,clay,7.35,2381.4,Low
millets,rabi,low,black,1.51,774.63,Low
cotton,rabi,high,sandy,1.97,2269.44,Low
cotton,summer,moderate,clay,1.28,1382.4,Low
maize,rabi,moderate,clay,5.51,3471.3,Medium
maize,summer,high,black,8.14,4330.48,Medium
paddy,summer,low,sandy,1.75,3528.0,Medium
millets,kharif,moderate,black,8.68,3710.7,Medium
soybean,kharif,moderate,clay,7.48,4039.2,Medium
soybean,rabi,moderate,loamy,3.26,1956.0,Low
sunflower,rabi,high,loamy,3.46,1384.0,Low
soybean,rabi,high,loamy,2.82,1353.6,Low
millets,summer,high,black,8.63,2951.46,Low
sugarcane,rabi,low,black,9.55,19596.6,High
wheat,kharif,high,loamy,7.8,5616.0,Medium
wheat,summer,low,clay,2.31,2245.32,Low
groundnut,summer,low,clay,2.57,1804.14,Low
soybean,kharif,low,sandy,9.82,8484.48,High
maize,kharif,low,loamy,4.43,3721.2,Medium
sunflower,kharif,moderate,black,6.24,2964.0,Low
sugarcane,rabi,high,black,1.02,1395.36,Low
sunflower,rabi,low,sandy,3.57,2570.4,Low
vegetables,rabi,low,sandy,6.04,5218.56,Medium
maize,kharif,high,loamy,4.76,2665.6,Low
cotton,kharif,low,clay,4.9,6350.4,High
maize,summer,moderate,black,8.47,5632.55,Medium
wheat,summer,moderate,clay,6.75,5467.5,Medium
vegetables,rabi,high,sandy,3.22,1854.72,Low
vegetables,rabi,low,loamy,8.97,6458.4,High
wheat,kharif,moderate,black,8.32,7113.6,High
sugarcane,rabi,moderate,loamy,0.72,1296.0,Low
paddy,kharif,moderate,clay,6.38,8038.8,High
sugarcane,summer,low,loamy,9.29,20066.4,High
sugarcane,summer,high,black,3.58,4897.44,Medium
sunflower,rabi,high,sandy,7.39,3547.2,Medium
soybean,kharif,moderate,loamy,6.66,3996.0,Medium
sunflower,kharif,high,black,5.36,2036.8,Low
maize,summer,low,loamy,6.92,5812.8,Medium
groundnut,summer,low,loamy,6.5,5070.0,Medium
soybean,rabi,low,black,4.6,3146.4,Medium
groundnut,summer,moderate,loamy,8.08,5252.0,Medium
vegetables,summer,moderate,loamy,4.11,2466.0,Low
cotton,summer,high,loamy,2.63,2524.8,Low
soybean,kharif,low,loamy,0.65,468.0,Low
soybean,rabi,high,loamy,4.58,2198.4,Low
sugarcane,rabi,high,loamy,2.52,3628.8,Medium
cotton,summer,moderate,black,3.64,4149.6,Medium
wheat,kharif,high,loamy,4.8,3456.0,Medium
groundnut,rabi,moderate,clay,8.15,4767.75,Medium
soybean,summer,high,sandy,5.89,3392.64,Medium
wheat,kharif,low,loamy,2.43,2624.4,Low
sunflower,summer,high,loamy,8.99,3596.0,Medium
groundnut,summer,low,sandy,3.24,3032.64,Medium
millets,summer,high,clay,8.16,2643.84,Low
groundnut,summer,high,black,1.15,568.1,Low
sunflower,kharif,moderate,loamy,2.2,1100.0,Low
maize,summer,moderate,loamy,0.73,511.0,Low
paddy,rabi,high,black,3.22,3426.08,Medium
sugarcane,kharif,moderate,sandy,4.32,9331.2,High
sunflower,kharif,low,sandy,7.46,5371.2,Medium
sunflower,rabi,moderate,clay,9.51,4279.5,Medium
sugarcane,summer,high,black,5.56,7606.08,High
cotton,summer,moderate,sandy,5.29,7617.6,High
maize,rabi,high,loamy,8.74,4894.4,Medium
millets,summer,low,clay,2.55,1239.3,Low
sunflower,kharif,low,clay,8.28,4471.2,Medium
wheat,kharif,high,clay,6.14,3978.72,Medium
maize,rabi,low,clay,7.87,5949.72,Medium
soybean,rabi,moderate,sandy,2.99,2152.8,Low
sugarcane,summer,low,black,9.37,19227.24,High
sunflower,rabi,high,loamy,1.09,436.0,Low
sugarcane,summer,low,loamy,8.26,17841.6,High
sunflower,kharif,moderate,clay,4.89,2200.5,Low
cotton,rabi,moderate,sandy,7.64,11001.6,High
vegetables,summer,low,loamy,4.92,3542.4,Medium
cotton,rabi,high,sandy,2.61,3006.72,Medium
sugarcane,rabi,high,loamy,8.43,12139.2,High
millets,rabi,high,clay,8.73,2828.52,Low
sugarcane,kharif,moderate,sandy,9.88,21340.8,High
paddy,rabi,moderate,sandy,2.97,4989.6,Medium
groundnut,kharif,low,loamy,9.79,7636.2,High
vegetables,kharif,low,loamy,7.54,5428.8,Medium
sunflower,kharif,moderate,loamy,6.94,3470.0,Medium
soybean,rabi,moderate,sandy,3.21,2311.2,Low
groundnut,kharif,high,black,3.64,1798.16,Low
groundnut,kharif,moderate,black,6.02,3717.35,Medium
soybean,summer,high,sandy,7.29,4199.04,Medium
sugarcane,rabi,low,clay,6.09,11838.96,High
groundnut,summer,low,clay,7.46,5236.92,Medium
wheat,kharif,low,sandy,5.15,6674.4,High
soybean,summer,high,loamy,7.87,3777.6,Medium
sunflower,rabi,high,loamy,6.51,2604.0,Low
paddy,kharif,high,sandy,1.02,1370.88,Low
soybean,kharif,moderate,sandy,3.67,2642.4,Low
wheat,rabi,low,black,3.42,3508.92,Medium
wheat,kharif,low,black,2.18,2236.68,Low
vegetables,rabi,high,black,9.23,4208.88,Medium
millets,kharif,high,sandy,7.2,3110.4,Medium
paddy,kharif,moderate,loamy,8.26,11564.0,High
cotton,summer,moderate,black,3.66,4172.4,Medium
millets,summer,low,sandy,2.7,1749.6,Low
millets,summer,low,loamy,5.81,3137.4,Medium
paddy,rabi,moderate,black,8.0,10640.0,High
paddy,kharif,high,loamy,1.44,1612.8,Low
sugarcane,kharif,moderate,clay,4.99,8083.8,High
millets,summer,moderate,clay,9.59,3883.95,Medium
soybean,kharif,moderate,black,2.62,1493.4,Low
paddy,kharif,moderate,sandy,1.65,2772.0,Low
paddy,summer,high,loamy,7.73,8657.6,High
groundnut,summer,low,clay,8.52,5981.04,Medium
maize,kharif,low,black,6.22,4963.56,Medium
groundnut,rabi,moderate,black,9.51,5872.42,Medium
vegetables,kharif,low,clay,1.66,1075.68,Low
groundnut,summer,moderate,black,5.18,3198.65,Medium
soybean,kharif,moderate,loamy,4.96,2976.0,Low
sugarcane,rabi,high,clay,2.87,3719.52,Medium
vegetables,kharif,moderate,clay,7.53,4066.2,Medium
maize,rabi,low,loamy,3.48,2923.2,Low
cotton,kharif,low,black,7.37,10082.16,High
sugarcane,summer,moderate,clay,9.71,15730.2,High
millets,rabi,low,clay,6.97,3387.42,Medium
groundnut,summer,moderate,sandy,5.57,4344.6,Medium
millets,rabi,low,clay,2.95,1433.7,Low
maize,summer,high,loamy,2.22,1243.2,Low
soybean,rabi,low,clay,7.34,4756.32,Medium
sunflower,kharif,moderate,loamy,8.91,4455.0,Medium
cotton,kharif,high,clay,8.42,7274.88,High
soybean,kharif,low,clay,1.4,907.2,Low
vegetables,kharif,moderate,sandy,3.56,2563.2,Low
soybean,kharif,moderate,sandy,8.04,5788.8,Medium
wheat,summer,high,clay,4.42,2864.16,Low
millets,rabi,high,black,3.13,1070.46,Low
paddy,kharif,high,loamy,5.79,6484.8,High
maize,rabi,low,loamy,7.65,6426.0,High
maize,rabi,low,clay,1.22,922.32,Low
wheat,summer,moderate,black,0.56,478.8,Low
millets,summer,low,sandy,4.92,3188.16,Medium
wheat,summer,high,sandy,6.4,5529.6,Medium
vegetables,rabi,high,clay,3.64,1572.48,Low
millets,rabi,low,sandy,8.84,5728.32,Medium
wheat,rabi,high,loamy,9.4,6768.0,High
paddy,summer,low,sandy,7.11,14333.76,High
paddy,kharif,moderate,black,4.16,5532.8,Medium
groundnut,rabi,high,black,3.26,1610.44,Low
wheat,summer,high,clay,8.75,5670.0,Medium
vegetables,kharif,low,black,8.42,5759.28,Medium
sugarcane,summer,moderate,sandy,1.27,2743.2,Low
wheat,kharif,high,clay,9.26,6000.48,High
soybean,summer,low,clay,9.62,6233.76,High
paddy,rabi,high,black,9.0,9576.0,High
groundnut,rabi,high,sandy,7.36,4592.64,Medium
cotton,summer,high,loamy,4.54,4358.4,Medium
paddy,kharif,moderate,black,3.79,5040.7,Medium
wheat,rabi,moderate,clay,4.15,3361.5,Medium
millets,kharif,moderate,loamy,3.57,1606.5,Low
cotton,rabi,low,sandy,1.0,1728.0,Low
paddy,summer,moderate,black,5.77,7674.1,High
millets,rabi,moderate,loamy,4.18,1881.0,Low
paddy,kharif,low,sandy,6.24,12579.84,High
sunflower,summer,moderate,sandy,2.31,1386.0,Low
sugarcane,summer,high,black,5.67,7756.56,High
sunflower,kharif,moderate,clay,3.17,1426.5,Low
soybean,rabi,high,clay,7.62,3291.84,Medium
wheat,summer,low,black,6.61,6781.86,High
millets,kharif,low,clay,2.14,1040.04,Low
wheat,kharif,high,black,4.17,2852.28,Low
groundnut,rabi,low,black,3.34,2474.94,Low
wheat,summer,high,loamy,7.62,5486.4,Medium
sugarcane,summer,high,loamy,10.0,14400.0,High
groundnut,rabi,low,clay,2.43,1705.86,Low
wheat,kharif,low,black,9.0,9234.0,High
soybean,kharif,high,black,7.5,3420.0,Medium
vegetables,kharif,high,clay,6.44,2782.08,Low
groundnut,rabi,low,sandy,8.96,8386.56,High
millets,rabi,moderate,sandy,1.93,1042.2,Low
cotton,kharif,low,loamy,6.88,9907.2,High
millets,summer,moderate,black,9.98,4266.45,Medium
sugarcane,rabi,low,clay,1.88,3654.72,Medium
vegetables,rabi,high,loamy,0.68,326.4,Low
vegetables,kharif,low,clay,6.53,4231.44,Medium
wheat,summer,high,clay,6.8,4406.4,Medium
wheat,summer,high,sandy,8.03,6937.92,High
sunflower,summer,moderate,black,5.24,2489.0,Low
vegetables,rabi,low,clay,4.16,2695.68,Low
sugarcane,rabi,moderate,black,3.78,6463.8,High
sugarcane,rabi,low,loamy,7.84,16934.4,High
paddy,kharif,high,loamy,9.43,10561.6,High
paddy,summer,low,sandy,6.75,13608.0,High
millets,rabi,moderate,clay,5.85,2369.25,Low
vegetables,summer,high,loamy,7.61,3652.8,Medium
sugarcane,rabi,low,clay,5.81,11294.64,High
vegetables,kharif,low,black,4.0,2736.0,Low
sugarcane,rabi,high,black,8.37,11450.16,High
soybean,rabi,moderate,sandy,7.6,5472.0,Medium
paddy,summer,low,black,2.7,4309.2,Medium
vegetables,kharif,moderate,clay,8.15,4401.0,Medium
cotton,rabi,high,loamy,1.96,1881.6,Low
vegetables,rabi,low,black,4.59,3139.56,Medium
millets,rabi,high,clay,5.6,1814.4,Low
paddy,kharif,moderate,black,9.9,13167.0,High
maize,kharif,moderate,black,1.04,691.6,Low
cotton,rabi,high,sandy,5.17,5955.84,Medium
soybean,kharif,low,loamy,4.97,3578.4,Medium
maize,kharif,low,clay,7.31,5526.36,Medium
maize,kharif,high,black,7.55,4016.6,Medium
sunflower,summer,high,clay,5.06,1821.6,Low
millets,kharif,high,loamy,7.7,2772.0,Low
wheat,kharif,moderate,loamy,2.71,2439.0,Low
maize,summer,moderate,black,1.18,784.7,Low
millets,rabi,moderate,black,2.89,1235.47,Low
cotton,rabi,moderate,black,7.83,8926.2,High
soybean,kharif,moderate,sandy,8.31,5983.2,Medium
paddy,kharif,moderate,loamy,1.4,1960.0,Low
sunflower,rabi,moderate,black,9.55,4536.25,Medium
sugarcane,summer,low,sandy,5.29,13711.68,High
cotton,rabi,low,black,9.95,13611.6,High
maize,kharif,low,black,6.32,5043.36,Medium
maize,kharif,moderate,black,8.54,5679.1,Medium
groundnut,kharif,low,sandy,2.93,2742.48,Low
groundnut,summer,high,sandy,5.97,3725.28,Medium
maize,kharif,moderate,black,9.71,6457.15,High
groundnut,kharif,low,sandy,4.12,3856.32,Medium
vegetables,summer,high,loamy,8.4,4032.0,Medium
soybean,kharif,moderate,clay,8.71,4703.4,Medium
wheat,kharif,moderate,loamy,2.72,2448.0,Low
maize,summer,low,loamy,6.46,5426.4,Medium
cotton,kharif,high,sandy,4.59,5287.68,Medium
groundnut,kharif,high,loamy,7.06,3671.2,Medium
groundnut,rabi,moderate,clay,4.88,2854.8,Low
groundnut,rabi,low,black,6.47,4794.27,Medium
maize,summer,moderate,sandy,1.85,1554.0,Low
cotton,kharif,moderate,clay,9.61,10378.8,High
groundnut,rabi,moderate,sandy,3.77,2940.6,Low
sugarcane,rabi,high,clay,5.53,7166.88,High
wheat,kharif,low,loamy,7.14,7711.2,High
maize,rabi,high,black,3.54,1883.28,Low
vegetables,summer,low,black,7.91,5410.44,Medium
sunflower,rabi,high,clay,5.33,1918.8,Low
vegetables,kharif,high,sandy,1.74,1002.24,Low
soybean,rabi,moderate,sandy,6.16,4435.2,Medium
wheat,rabi,high,loamy,7.52,5414.4,Medium
cotton,kharif,moderate,clay,5.22,5637.6,Medium
sunflower,kharif,moderate,sandy,9.19,5514.0,Medium
vegetables,summer,low,clay,6.38,4134.24,Medium
vegetables,kharif,low,black,5.03,3440.52,Medium
vegetables,rabi,moderate,sandy,5.89,4240.8,Medium
groundnut,rabi,low,sandy,7.51,7029.36,High
sunflower,rabi,low,black,6.02,3431.4,Medium
paddy,kharif,high,clay,6.63,6683.04,High
wheat,rabi,high,sandy,9.52,8225.28,High
wheat,summer,moderate,loamy,2.91,2619.0,Low
wheat,summer,low,clay,0.57,554.04,Low
wheat,summer,low,black,4.09,4196.34,Medium
wheat,kharif,moderate,clay,2.77,2243.7,Low
paddy,summer,moderate,sandy,1.22,2049.6,Low
wheat,summer,moderate,loamy,3.09,2781.0,Low
sugarcane,summer,moderate,loamy,7.89,14202.0,High
millets,kharif,low,clay,3.77,1832.22,Low
soybean,kharif,low,clay,0.58,375.84,Low
sugarcane,kharif,moderate,loamy,1.94,3492.0,Medium
vegetables,summer,moderate,sandy,8.44,6076.8,High
soybean,kharif,high,loamy,8.1,3888.0,Medium
sugarcane,rabi,low,clay,1.24,2410.56,Low
vegetables,summer,high,black,3.28,1495.68,Low
paddy,kharif,moderate,sandy,1.62,2721.6,Low
sunflower,summer,low,loamy,6.88,4128.0,Medium
sunflower,rabi,high,black,7.65,2907.0,Low
millets,summer,moderate,sandy,5.49,2964.6,Low
sunflower,rabi,low,sandy,2.93,2109.6,Low
millets,kharif,high,black,1.77,605.34,Low
vegetables,rabi,low,sandy,8.61,7439.04,High
millets,summer,low,sandy,4.73,3065.04,Medium
soybean,kharif,low,loamy,9.98,7185.6,High
wheat,summer,moderate,loamy,8.59,7731.0,High
maize,rabi,low,clay,1.19,899.64,Low
maize,summer,moderate,sandy,6.95,5838.0,Medium
millets,summer,low,black,8.71,4468.23,Medium
vegetables,summer,moderate,loamy,3.39,2034.0,Low
paddy,rabi,high,black,9.41,10012.24,High
sugarcane,summer,high,sandy,9.86,17038.08,High
groundnut,kharif,high,clay,3.7,1731.6,Low
