water_source,area_type,tds,bacteria_level,turbidity,safety_status
well,rural,1257,74,12,Warning
well,rural,534,46,15,Warning
borewell,urban,905,65,1,Safe
well,semi-urban,599,49,6,Warning
tanker,semi-urban,393,26,4,Warning
river,rural,885,25,19,Unsafe
pond,rural,528,15,3,Warning
tap,rural,631,69,15,Warning
borewell,semi-urban,907,7,19,Safe
river,semi-urban,1117,74,1,Unsafe
borewell,rural,376,84,2,Safe
pond,rural,607,48,12,Unsafe
tap,semi-urban,306,14,13,Safe
borewell,urban,1028,62,12,Safe
river,urban,857,25,1,Warning
river,rural,1180,58,18,Unsafe
tap,rural,746,45,19,Safe
well,urban,976,52,6,Warning
tanker,urban,513,99,20,Unsafe
pond,semi-urban,1447,91,5,Unsafe
tanker,semi-urban,194,81,8,Unsafe
well,urban,1076,58,13,Warning
well,rural,1124,27,18,Warning
river,semi-urban,1451,64,19,Unsafe
well,semi-urban,117,21,10,Warning
borewell,semi-urban,931,12,16,Safe
borewell,semi-urban,642,81,3,Safe
well,semi-urban,426,25,2,Warning
pond,rural,1121,84,15,Unsafe
well,semi-urban,728,14,19,Warning
tap,semi-urban,1389,16,20,Safe
pond,semi-urban,535,42,9,Unsafe
pond,urban,546,71,18,Unsafe
borewell,rural,1249,16,10,Safe
well,urban,401,58,10,Warning
tanker,semi-urban,247,77,9,Unsafe
tanker,rural,373,70,8,Unsafe
tap,urban,844,12,14,Safe
tanker,urban,850,45,14,Warning
river,urban,139,1,18,Warning
well,rural,796,94,20,Unsafe
tanker,semi-urban,747,70,5,Warning
pond,rural,597,10,10,Warning
pond,urban,294,12,1,Warning
well,semi-urban,833,82,19,Unsafe
borewell,rural,244,76,11,Warning
river,semi-urban,359,2,15,Warning
pond,urban,135,80,19,Unsafe
tanker,semi-urban,299,42,17,Unsafe
river,urban,710,13,16,Warning
borewell,urban,486,17,15,Safe
well,semi-urban,1377,99,4,Warning
pond,rural,1485,60,1,Unsafe
well,rural,713,78,20,Unsafe
river,semi-urban,1138,53,9,Unsafe
borewell,semi-urban,729,52,7,Safe
well,rural,871,18,16,Warning
borewell,semi-urban,492,71,11,Warning
borewell,urban,707,71,2,Safe
pond,semi-urban,193,89,2,Unsafe
well,urban,1083,16,12,Warning
tanker,semi-urban,247,50,7,Warning
pond,semi-urban,352,29,20,Unsafe
tanker,semi-urban,168,8,2,Warning
borewell,semi-urban,522,57,12,Safe
river,urban,984,77,6,Unsafe
tap,semi-urban,210,70,4,Safe
river,urban,461,61,8,Unsafe
well,rural,566,72,18,Unsafe
borewell,urban,273,91,13,Warning
river,semi-urban,134,97,4,Unsafe
river,rural,547,78,20,Unsafe
tanker,semi-urban,1152,74,20,Unsafe
borewell,urban,1199,55,18,Warning
tap,urban,175,53,11,Safe
pond,rural,631,55,6,Unsafe
pond,rural,381,15,1,Warning
tap,urban,1315,16,7,Safe
pond,urban,1075,38,7,Warning
well,semi-urban,1013,27,11,Warning
tanker,urban,839,81,7,Unsafe
tanker,urban,1426,74,17,Unsafe
tanker,urban,986,57,18,Unsafe
borewell,semi-urban,1358,46,16,Safe
pond,rural,794,65,20,Unsafe
tanker,semi-urban,184,72,8,Unsafe
tanker,semi-urban,281,15,17,Warning
river,rural,782,96,5,Unsafe
river,rural,1283,84,15,Unsafe
borewell,urban,814,47,17,Safe
river,urban,703,76,2,Unsafe
borewell,urban,1240,73,18,Warning
pond,rural,727,60,10,Unsafe
tanker,rural,942,99,19,Unsafe
pond,rural,1107,53,9,Unsafe
well,semi-urban,971,2,13,Warning
tanker,semi-urban,237,81,13,Unsafe
tap,rural,1099,39,15,Safe
borewell,semi-urban,901,54,12,Safe
tanker,urban,131,33,6,Warning
tanker,rural,846,2,14,Warning
well,semi-urban,216,73,14,Warning
borewell,semi-urban,978,87,4,Safe
well,rural,521,12,13,Warning
borewell,urban,698,99,11,Warning
pond,rural,1131,49,2,Warning
pond,rural,1471,98,13,Unsafe
borewell,semi-urban,1258,30,1,Safe
well,semi-urban,238,76,15,Unsafe
borewell,urban,866,84,15,Warning
borewell,rural,641,92,16,Warning
tanker,urban,1182,34,7,Warning
tap,urban,1479,85,6,Safe
tanker,rural,558,18,8,Warning
pond,semi-urban,748,12,18,Unsafe
pond,semi-urban,1272,46,4,Warning
tanker,urban,482,59,18,Unsafe
well,urban,323,34,3,Warning
borewell,rural,634,77,12,Warning
well,urban,1010,44,15,Warning
well,semi-urban,1280,3,18,Warning
tanker,semi-urban,183,74,1,Warning
tap,rural,854,21,9,Safe
borewell,semi-urban,1471,13,6,Safe
pond,urban,1244,39,9,Unsafe
tanker,rural,1138,74,15,Unsafe
tanker,rural,1022,73,17,Unsafe
pond,semi-urban,992,92,5,Unsafe
river,rural,989,91,6,Unsafe
borewell,rural,192,79,20,Warning
borewell,semi-urban,575,74,15,Warning
well,semi-urban,1211,43,5,Warning
borewell,semi-urban,1099,86,5,Warning
pond,rural,268,14,14,Warning
well,semi-urban,1116,36,11,Warning
well,semi-urban,577,73,20,Unsafe
borewell,urban,1411,62,11,Safe
river,semi-urban,426,42,4,Warning
tanker,semi-urban,434,82,1,Warning
well,urban,527,39,9,Warning
pond,semi-urban,1124,59,4,Unsafe
pond,urban,811,63,19,Unsafe
well,semi-urban,1263,81,7,Warning
well,semi-urban,1418,19,6,Warning
tanker,urban,392,44,15,Warning
well,urban,1369,60,13,Warning
tap,rural,1484,79,20,Warning
tap,rural,673,72,10,Safe
river,semi-urban,1276,35,19,Unsafe
well,semi-urban,523,59,20,Warning
well,semi-urban,793,61,3,Warning
tap,semi-urban,1348,25,13,Safe
tap,rural,1140,34,17,Safe
pond,semi-urban,1043,12,18,Unsafe
tap,semi-urban,191,42,4,Safe
borewell,urban,449,1,10,Safe
tap,semi-urban,653,37,8,Safe
borewell,semi-urban,850,18,9,Safe
tanker,urban,438,62,6,Warning
tap,urban,898,70,3,Safe
well,rural,1118,36,15,Warning
tap,rural,1318,35,11,Safe
tap,rural,1393,24,10,Safe
tanker,urban,578,80,19,Unsafe
pond,urban,1154,1,20,Unsafe
well,urban,1305,88,3,Warning
tanker,semi-urban,429,27,7,Warning
tanker,urban,851,81,1,Warning
river,rural,1248,45,14,Unsafe
tap,rural,315,15,12,Safe
borewell,rural,458,55,8,Safe
tanker,semi-urban,1123,44,1,Warning
borewell,semi-urban,348,67,12,Warning
tap,urban,566,82,9,Safe
borewell,urban,921,61,8,Safe
tanker,rural,1095,49,6,Warning
borewell,rural,1193,48,4,Safe
tanker,urban,743,68,16,Unsafe
tap,rural,830,90,10,Warning
pond,urban,873,12,6,Warning
well,rural,1218,93,9,Warning
pond,rural,1144,79,8,Unsafe
borewell,urban,1069,8,6,Safe
river,rural,118,24,15,Warning
pond,rural,952,20,1,Warning
river,semi-urban,1364,32,2,Warning
tap,semi-urban,864,33,1,Safe
borewell,rural,1225,41,7,Safe
river,semi-urban,743,45,16,Unsafe
river,urban,1400,9,20,Warning
well,urban,1380,43,4,Warning
tanker,urban,1491,62,13,Unsafe
tap,urban,1354,23,6,Safe
tap,urban,372,38,3,Safe
tap,semi-urban,157,27,12,Safe
river,rural,1260,19,17,Warning
tanker,rural,1484,47,19,Unsafe
tap,rural,1207,54,20,Warning
river,urban,398,79,5,Unsafe
tanker,rural,1231,92,13,Unsafe
well,semi-urban,313,12,9,Warning
tap,semi-urban,1466,3,12,Safe
river,rural,576,53,9,Unsafe
well,urban,161,98,9,Unsafe
well,rural,1353,53,2,Warning
tanker,rural,288,35,19,Unsafe
river,semi-urban,1295,51,10,Unsafe
river,urban,799,74,13,Unsafe
borewell,rural,848,51,18,Warning
borewell,rural,872,23,10,Safe
river,urban,801,22,20,Unsafe
tanker,rural,1346,76,10,Unsafe
river,urban,1360,42,4,Warning
tap,urban,563,88,2,Safe
pond,urban,121,30,4,Warning
borewell,rural,1441,41,17,Safe
river,urban,1063,30,6,Warning
river,rural,1441,40,16,Unsafe
tanker,rural,110,9,17,Warning
borewell,rural,483,93,12,Warning
well,semi-urban,219,39,15,Warning
well,urban,413,100,10,Unsafe
tap,rural,589,14,7,Safe
borewell,semi-urban,1239,95,1,Safe
tap,urban,1066,74,9,Safe
river,semi-urban,414,93,20,Unsafe
river,urban,191,90,13,Unsafe
tap,semi-urban,1079,6,11,Safe
tap,semi-urban,1318,10,20,Safe
river,urban,1318,47,15,Unsafe
well,rural,210,76,17,Unsafe
borewell,semi-urban,379,62,18,Warning
pond,rural,1048,5,13,Warning
well,urban,584,64,20,Unsafe
borewell,semi-urban,1107,28,18,Safe
tap,rural,506,1,1,Safe
river,urban,1269,81,8,Unsafe
tap,semi-urban,181,89,18,Warning
pond,urban,433,98,14,Unsafe
tap,semi-urban,1044,79,8,Safe
well,semi-urban,1471,64,7,Warning
well,rural,504,45,12,Warning
well,semi-urban,627,52,7,Warning
tap,rural,940,49,10,Safe
pond,semi-urban,854,97,4,Unsafe
river,semi-urban,293,62,3,Unsafe
pond,semi-urban,1144,91,16,Unsafe
tap,urban,564,53,8,Safe
river,urban,820,56,1,Warning
tap,urban,867,30,3,Safe
borewell,rural,1224,34,3,Safe
borewell,rural,1320,36,15,Safe
river,rural,854,76,1,Unsafe
pond,semi-urban,919,10,8,Warning
river,rural,1050,3,17,Warning
borewell,urban,591,13,12,Safe
pond,rural,1356,93,4,Unsafe
tanker,rural,116,35,3,Warning
borewell,rural,1384,34,1,Safe
well,semi-urban,896,56,9,Warning
borewell,rural,633,90,15,Warning
tanker,semi-urban,1060,89,1,Unsafe
pond,semi-urban,1039,58,9,Unsafe
borewell,semi-urban,1442,40,16,Safe
pond,urban,405,74,5,Unsafe
river,rural,864,62,20,Unsafe
borewell,semi-urban,1320,3,9,Safe
river,urban,1180,84,18,Unsafe
pond,urban,680,33,17,Unsafe
river,semi-urban,1417,52,12,Unsafe
borewell,urban,416,2,11,Safe
borewell,urban,717,4,2,Safe
tanker,rural,464,25,15,Warning
river,rural,1245,17,2,Warning
borewell,urban,238,52,5,Safe
borewell,urban,609,82,8,Warning
pond,rural,1040,36,8,Warning
tanker,semi-urban,1134,41,5,Warning
pond,urban,544,88,8,Unsafe
borewell,rural,1064,4,12,Safe
pond,urban,1097,68,4,Unsafe
river,rural,669,45,4,Warning
tap,urban,393,10,12,Safe
tap,urban,764,77,16,Warning
tap,semi-urban,942,44,18,Safe
tanker,urban,669,25,2,Warning
pond,urban,482,10,14,Warning
river,rural,1295,93,8,Unsafe
borewell,rural,313,16,9,Safe
river,rural,265,26,8,Warning
river,urban,248,19,11,Warning
tanker,urban,989,78,5,Unsafe
borewell,rural,846,16,14,Safe
river,rural,1348,3,9,Warning
borewell,rural,425,20,14,Safe
pond,rural,1384,20,12,Warning
tap,rural,912,75,12,Warning
borewell,rural,306,35,20,Safe
tap,urban,1316,71,7,Safe
borewell,rural,1040,17,6,Safe
tap,semi-urban,749,28,1,Safe
tap,semi-urban,970,78,5,Safe
tap,rural,1339,46,17,Safe
well,rural,1415,9,5,Warning
pond,semi-urban,988,43,17,Unsafe
borewell,urban,836,74,11,Warning
pond,urban,622,81,6,Unsafe
tap,rural,807,30,8,Safe
borewell,rural,543,12,13,Safe
well,urban,1435,86,3,Warning
tanker,semi-urban,1085,62,15,Unsafe
river,semi-urban,587,59,3,Warning
borewell,semi-urban,201,16,8,Safe
tanker,urban,749,36,15,Warning
pond,semi-urban,899,36,17,Unsafe
river,semi-urban,127,42,14,Unsafe
tap,rural,823,89,11,Warning
borewell,semi-urban,1160,67,17,Warning
borewell,rural,576,78,18,Warning
pond,urban,823,19,19,Unsafe
tap,semi-urban,780,39,2,Safe
tanker,urban,1366,24,7,Warning
tap,semi-urban,1362,7,15,Safe
well,rural,930,92,12,Unsafe
tanker,urban,1377,31,10,Warning
tap,semi-urban,752,21,16,Safe
river,semi-urban,431,41,13,Unsafe
tap,semi-urban,1120,16,8,Safe
borewell,rural,573,23,4,Safe
tap,urban,368,83,9,Safe
well,urban,920,62,20,Unsafe
pond,urban,355,80,9,Unsafe
river,urban,386,12,17,Warning
borewell,semi-urban,804,68,17,Warning
pond,semi-urban,580,92,14,Unsafe
river,urban,215,85,1,Unsafe
tap,rural,1110,67,11,Safe
river,urban,683,32,8,Warning
tanker,urban,1120,9,6,Warning
well,semi-urban,201,56,11,Warning
tap,semi-urban,143,48,1,Safe
tap,urban,1248,20,19,Safe
pond,semi-urban,1485,89,12,Unsafe
tap,rural,431,48,6,Safe
well,rural,1228,68,11,Warning
well,semi-urban,1410,25,2,Warning
well,urban,436,26,5,Warning
tanker,semi-urban,1224,46,19,Unsafe
tap,semi-urban,935,67,7,Safe
tanker,semi-urban,480,100,6,Unsafe
borewell,semi-urban,1089,43,4,Safe
tanker,rural,802,84,11,Unsafe
tap,semi-urban,1458,25,3,Safe
borewell,rural,1233,27,2,Safe
well,semi-urban,748,68,14,Warning
tanker,semi-urban,1295,22,14,Warning
well,rural,1112,54,11,Warning
tap,rural,690,2,16,Safe
pond,rural,408,72,1,Unsafe
borewell,rural,625,31,2,Safe
tanker,semi-urban,841,9,17,Warning
pond,urban,1317,44,19,Unsafe
river,rural,1321,35,20,Unsafe
pond,urban,202,55,16,Unsafe
well,urban,755,35,3,Warning
river,rural,630,70,14,Unsafe
well,urban,157,85,16,Unsafe
tanker,rural,881,63,20,Unsafe
pond,urban,171,35,2,Warning
tap,rural,1019,92,12,Warning
pond,rural,1055,6,4,Warning
tap,rural,451,48,10,Safe
pond,urban,1479,73,14,Unsafe
borewell,rural,1243,69,12,Warning
pond,rural,712,72,4,Unsafe
river,rural,522,0,11,Warning
borewell,semi-urban,917,87,11,Warning
borewell,rural,973,35,9,Safe
borewell,rural,408,93,4,Warning
tap,semi-urban,335,82,3,Safe
tap,rural,893,26,8,Safe
well,semi-urban,572,39,10,Warning
borewell,urban,1478,61,16,Warning
borewell,urban,975,2,3,Safe
pond,semi-urban,231,3,2,Warning
tanker,rural,240,46,9,Warning
well,semi-urban,1382,85,7,Warning
tap,semi-urban,1068,66,16,Warning
tap,rural,401,43,17,Safe
well,rural,1117,62,18,Warning
pond,urban,955,81,13,Unsafe
tanker,urban,1352,40,19,Unsafe
tap,rural,723,87,11,Warning
pond,urban,1363,52,6,Unsafe
tap,urban,197,16,1,Safe
tap,urban,985,92,1,Safe
well,urban,772,77,14,Warning
tap,semi-urban,920,46,17,Safe
tanker,urban,913,98,4,Unsafe
tap,semi-urban,1356,60,7,Safe
river,urban,1488,61,12,Unsafe
tanker,semi-urban,1447,79,10,Unsafe
pond,urban,200,98,13,Unsafe
tap,semi-urban,894,45,1,Safe
borewell,urban,357,89,7,Warning
river,semi-urban,1355,96,18,Unsafe
tap,semi-urban,1404,84,3,Safe
well,urban,441,31,11,Warning
tap,rural,1162,33,7,Safe
well,urban,1486,6,17,Warning
tap,semi-urban,979,61,11,Safe
borewell,rural,973,98,20,Warning
tap,rural,374,42,14,Safe
tap,rural,1184,27,7,Safe
river,rural,1110,55,16,Unsafe
tap,semi-urban,265,39,7,Safe
well,urban,422,40,14,Warning
pond,rural,976,99,15,Unsafe
well,semi-urban,1141,54,10,Warning
pond,rural,607,66,10,Unsafe
tanker,rural,781,49,15,Unsafe
well,semi-urban,223,97,20,Unsafe
well,urban,238,94,1,Warning
well,semi-urban,1053,70,7,Warning
pond,rural,693,73,13,Unsafe
river,rural,531,33,6,Warning
river,urban,320,59,5,Unsafe
pond,rural,525,74,6,Unsafe
tanker,rural,826,8,19,Warning
well,rural,806,41,15,Warning
well,semi-urban,1201,11,1,Safe
tap,rural,656,31,9,Safe
pond,rural,1295,53,3,Unsafe
tanker,semi-urban,962,34,1,Warning
tap,rural,102,72,15,Warning
tanker,urban,521,88,19,Unsafe
river,semi-urban,900,92,5,Unsafe
tanker,rural,1126,16,17,Warning
tap,rural,993,26,4,Safe
river,rural,622,99,5,Unsafe
borewell,semi-urban,306,90,9,Warning
tanker,urban,196,19,18,Warning
borewell,semi-urban,1479,80,15,Warning
tanker,semi-urban,358,49,1,Warning
river,rural,594,80,7,Unsafe
borewell,urban,176,33,11,Safe
river,semi-urban,986,96,18,Unsafe
borewell,rural,1099,97,9,Warning
borewell,rural,986,76,4,Safe
river,urban,1377,15,1,Warning
river,rural,883,24,19,Unsafe
well,rural,1306,45,4,Warning
pond,semi-urban,1224,7,9,Warning
river,urban,843,89,7,Unsafe
tanker,semi-urban,992,33,13,Warning
well,urban,823,76,1,Warning
pond,semi-urban,422,77,19,Unsafe
borewell,urban,601,17,9,Safe
well,rural,745,66,5,Warning
pond,semi-urban,363,84,1,Unsafe
river,urban,539,72,16,Unsafe
tanker,rural,1161,49,18,Unsafe
pond,urban,482,18,18,Unsafe
borewell,rural,1358,34,18,Safe
well,rural,313,87,15,Unsafe
tanker,urban,898,61,6,Warning
tap,urban,929,48,2,Safe
well,urban,1493,97,19,Unsafe
tap,urban,877,96,9,Warning
tanker,urban,924,36,5,Warning
pond,urban,730,82,11,Unsafe
river,urban,506,80,14,Unsafe
well,semi-urban,231,88,8,Warning
pond,rural,1481,16,6,Warning
river,urban,1093,32,4,Warning
tap,urban,1317,21,13,Safe
river,rural,348,76,8,Unsafe
borewell,semi-urban,444,26,9,Safe
tanker,urban,288,35,16,Warning
pond,rural,1481,35,9,Unsafe
river,urban,1364,7,2,Warning
tanker,semi-urban,495,35,2,Warning
river,urban,799,33,16,Unsafe
pond,semi-urban,631,28,15,Unsafe
well,rural,1282,83,10,Warning
tanker,semi-urban,928,44,19,Unsafe
pond,semi-urban,560,94,1,Unsafe
well,urban,230,96,2,Warning
river,urban,606,3,6,Warning
borewell,urban,699,31,13,Safe
borewell,rural,1151,54,7,Safe
well,rural,1339,68,11,Warning
river,semi-urban,944,87,20,Unsafe
pond,semi-urban,1231,88,12,Unsafe
river,urban,999,32,13,Unsafe
river,urban,1043,7,10,Warning
tanker,urban,256,2,17,Warning
well,urban,957,0,8,Warning
tap,urban,912,25,7,Safe
well,semi-urban,1105,100,16,Unsafe
tap,urban,771,80,11,Warning
tanker,rural,567,14,2,Warning
tanker,urban,1447,13,9,Warning
river,rural,867,77,12,Unsafe
tap,semi-urban,1004,10,13,Safe
tap,rural,1361,3,20,Safe
borewell,semi-urban,315,12,10,Safe
pond,rural,807,41,5,Warning
tanker,urban,941,59,6,Warning
borewell,rural,1408,92,12,Warning
pond,rural,776,95,9,Unsafe
pond,rural,1008,77,8,Unsafe
tap,urban,1169,16,1,Safe
borewell,rural,421,33,12,Safe
well,rural,295,80,9,Warning
borewell,urban,168,52,19,Warning
well,urban,253,45,1,Warning
borewell,rural,836,6,8,Safe
borewell,semi-urban,263,17,12,Safe
borewell,urban,1337,71,8,Safe
river,urban,1251,28,17,Unsafe
pond,urban,501,88,14,Unsafe
borewell,semi-urban,552,37,9,Safe
tanker,urban,1384,56,17,Unsafe
tap,semi-urban,646,8,19,Safe
borewell,semi-urban,394,18,20,Safe
tap,rural,209,74,1,Safe
tap,rural,285,9,17,Safe
river,semi-urban,1246,67,5,Unsafe
pond,urban,1305,77,15,Unsafe
borewell,semi-urban,823,25,5,Safe
river,rural,351,47,17,Unsafe
river,semi-urban,476,3,11,Warning
pond,urban,718,98,1,Unsafe
river,urban,614,28,2,Warning
tanker,rural,881,53,11,Warning
tap,semi-urban,525,20,11,Safe
pond,rural,833,99,10,Unsafe
tanker,rural,783,88,6,Unsafe
borewell,rural,1031,60,7,Safe
tap,urban,1442,10,9,Safe
tap,rural,1155,65,5,Safe
tanker,urban,1475,94,16,Unsafe
tap,rural,898,37,3,Safe
river,rural,173,18,16,Warning
well,semi-urban,899,4,2,Safe
tanker,urban,1252,98,8,Unsafe
well,urban,374,50,11,Warning
borewell,semi-urban,531,65,13,Warning
well,urban,1098,60,6,Warning
tanker,rural,293,87,5,Unsafe
tanker,semi-urban,1313,13,18,Warning
pond,rural,1229,76,17,Unsafe
river,rural,901,29,15,Unsafe
well,rural,429,75,13,Warning
tap,rural,1446,45,5,Safe
pond,urban,1143,20,14,Unsafe
river,rural,843,28,15,Unsafe
borewell,urban,529,58,4,Safe
river,rural,419,13,20,Unsafe
pond,semi-urban,942,9,10,Warning
well,semi-urban,594,91,2,Warning
well,rural,116,71,11,Warning
river,urban,1357,71,12,Unsafe
pond,rural,523,24,5,Warning
borewell,urban,1238,13,6,Safe
well,semi-urban,1081,35,11,Warning
borewell,rural,1248,2,13,Safe
pond,semi-urban,529,30,20,Unsafe
river,rural,1220,6,20,Warning
well,semi-urban,191,62,2,Warning
borewell,rural,510,16,13,Safe
borewell,urban,1386,24,12,Safe
well,semi-urban,1057,26,3,Warning
borewell,rural,1275,17,13,Safe
pond,rural,1077,54,15,Unsafe
river,semi-urban,1260,6,15,Warning
borewell,semi-urban,110,7,1,Safe
pond,urban,460,7,8,Warning
borewell,rural,998,44,4,Safe
pond,rural,313,77,10,Unsafe
pond,urban,1427,4,15,Warning
well,semi-urban,774,32,1,Warning
river,semi-urban,1478,44,9,Unsafe
well,semi-urban,1488,86,2,Warning
borewell,urban,147,65,17,Warning
river,semi-urban,615,28,12,Warning
river,rural,875,57,1,Warning
river,rural,738,91,11,Unsafe
tanker,rural,1331,9,5,Warning
river,rural,1130,91,6,Unsafe
pond,urban,1480,95,3,Unsafe
borewell,urban,653,9,16,Safe
borewell,semi-urban,1087,74,13,Warning
tanker,rural,1153,41,20,Unsafe
pond,urban,1438,7,7,Warning
pond,urban,1353,10,2,Warning
tap,rural,732,47,7,Safe
well,urban,406,98,18,Unsafe
pond,rural,677,54,19,Unsafe
borewell,rural,661,92,4,Warning
tanker,rural,585,36,20,Unsafe
tap,rural,1189,68,10,Safe
pond,semi-urban,686,53,3,Unsafe
tanker,urban,504,27,16,Warning
well,semi-urban,1300,73,12,Warning
well,semi-urban,1381,36,8,Warning
river,urban,1440,29,12,Warning
pond,rural,1497,99,2,Unsafe
pond,semi-urban,447,80,2,Unsafe
tanker,rural,1000,77,11,Unsafe
tap,urban,351,63,6,Safe
pond,urban,1308,60,14,Unsafe
tanker,urban,206,15,11,Warning
well,semi-urban,609,35,7,Warning
borewell,semi-urban,515,12,8,Safe
well,rural,515,5,14,Warning
well,semi-urban,302,10,13,Warning
borewell,urban,1464,19,1,Safe
river,semi-urban,283,90,12,Unsafe
tanker,semi-urban,1162,83,1,Warning
river,semi-urban,1126,76,4,Unsafe
well,urban,1201,64,12,Warning
tap,urban,869,16,3,Safe
borewell,urban,745,65,6,Safe
pond,rural,669,83,8,Unsafe
river,urban,1261,93,12,Unsafe
pond,rural,1344,48,8,Unsafe
tanker,rural,703,83,6,Unsafe
pond,semi-urban,1226,90,6,Unsafe
river,semi-urban,601,18,16,Warning
pond,semi-urban,1103,76,1,Unsafe
tap,urban,119,51,20,Warning
tap,rural,1015,68,9,Safe
pond,rural,1053,66,2,Unsafe
tanker,rural,1344,2,11,Warning
tap,semi-urban,1381,55,3,Safe
borewell,rural,438,10,13,Safe
river,urban,1008,74,15,Unsafe
borewell,semi-urban,707,40,3,Safe
river,urban,857,44,17,Unsafe
pond,semi-urban,1060,56,15,Unsafe
well,urban,445,8,5,Warning
tap,rural,520,29,10,Safe
tap,rural,801,78,4,Safe
pond,rural,1419,96,7,Unsafe
pond,semi-urban,612,42,16,Unsafe
pond,urban,1059,5,19,Unsafe
river,urban,1022,53,4,Warning
tanker,semi-urban,141,42,13,Warning
pond,semi-urban,839,34,9,Unsafe
pond,semi-urban,125,12,18,Unsafe
river,rural,143,77,16,Unsafe
pond,rural,1478,96,2,Unsafe
river,rural,631,33,15,Unsafe
pond,semi-urban,1443,57,10,Unsafe
tap,rural,1492,79,5,Safe
river,rural,1135,88,4,Unsafe
tanker,rural,236,9,18,Warning
tanker,urban,1081,12,5,Warning
river,semi-urban,888,85,2,Unsafe
tanker,urban,589,20,11,Warning
tanker,semi-urban,350,10,16,Warning
tanker,semi-urban,1227,58,5,Warning
tap,semi-urban,518,54,19,Warning
tap,rural,1398,17,19,Safe
well,urban,237,42,17,Warning
river,semi-urban,1051,37,10,Warning
well,urban,915,63,13,Warning
tap,rural,187,15,10,Safe
tap,semi-urban,1112,98,8,Warning
tanker,rural,182,10,18,Warning
tanker,semi-urban,155,42,10,Warning
river,urban,342,88,6,Unsafe
tap,rural,1071,82,16,Warning
pond,rural,1018,17,6,Warning
river,urban,1226,51,1,Warning
tanker,urban,1115,49,17,Unsafe
tanker,urban,1407,98,20,Unsafe
river,urban,365,72,11,Unsafe
well,rural,428,54,9,Warning
tap,urban,646,56,7,Safe
tanker,urban,919,0,12,Warning
river,urban,595,84,1,Unsafe
river,urban,746,11,2,Warning
well,urban,310,58,2,Warning
well,urban,688,52,16,Warning
tanker,rural,1244,93,16,Unsafe
river,semi-urban,956,80,17,Unsafe
tap,rural,497,6,13,Safe
well,urban,1370,3,13,Warning
tap,semi-urban,249,50,5,Safe
well,rural,1393,12,9,Warning
river,rural,1062,82,17,Unsafe
tanker,urban,694,61,11,Unsafe
river,rural,1245,89,13,Unsafe
tanker,urban,277,37,14,Warning
river,urban,895,97,12,Unsafe
tanker,urban,871,16,6,Warning
pond,rural,1232,94,16,Unsafe
tanker,rural,1397,15,4,Warning
well,rural,894,7,9,Warning
tap,urban,1419,83,6,Safe
tap,urban,865,14,2,Safe
tanker,semi-urban,811,15,2,Warning
river,urban,1328,90,16,Unsafe
